ZIP,UNITS,_ - community_area,_ - community_area_number,_ - property_type,_ - property_name,_ - address,_ - phone_number,_ - management_company,_ - x_coordinate,_ - y_coordinate,_ - latitude,_ - longitude,_ - :@computed_region_awaf_s7ux,_ - :@computed_region_43wa_7qmu,_ - :@computed_region_vrxf_vc4k,_ - :@computed_region_6mkv_f3dw,_ - :@computed_region_bdys_3d7i,_ - location - latitude,_ - location - longitude,_ - location - human_address
60609,181,Grand Boulevard,38,Multifamily,Legends South - Hansberry Square,4034 S. State St.,773-548-8800,Interstate Realty Management Co.,1176907.636,1878122.623,41.82091083,-87.62652565,12,9,4,14924,414,41.8209108341935,-87.6265256539288,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,1,Douglas,35,ARO,Lake Park LLC,243 E. 31st St.,773-693-1041,D Properties,1178560.467,1884464.478,41.8382759,-87.62026922,48,10,1,21194,25,41.8382759033884,-87.6202692165246,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,96,Grand Boulevard,38,Supportive Housing,Washington Park SRO,5000 S. Indiana Ave.,773-924-1107,"East Lake Management Group, Inc.",1178406.437,1871882.896,41.80375452,-87.62121706,12,9,4,21192,449,41.8037545211771,-87.6212170565254,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,87,Grand Boulevard,38,Multifamily,Indiana Manor Town Homes,4427-33 S. Indiana Ave.,773-268-5326,Indiana Manor Townhomes,1178382.513,1875605.784,41.813971,-87.62119166,12,9,4,4301,162,41.8139709971034,-87.6211916565333,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,614 N. Spaulding Ave.,773-227-6332,Bickerdike Apts.,1154224.542,1903987.92,41.89237005,-87.70904868,41,46,24,21572,177,41.8923700513216,-87.7090486845158,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,75,Near West Side,28,ARO,Fulbrix Apts.,160 N. Elizabeth St.,312-698-0160,Lincoln Property Co.,1167876.373,1901318.58,41.88476168,-87.65898834,41,46,29,14917,63,41.88476168481302,-87.6589883360869,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,63,Woodlawn,42,Multifamily,Strand Hotel,6321 S. Cottage Grove Ave.,312-274-9169,Holsten Real Estate Dev. Corp.,1182692.163,1863173.729,41.7797573,-87.60576963,53,4,9,22260,347,41.7797573035967,-87.6057696254993,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,80,Near North Side,8,Supportive,Carling Hotel,1512 N. LaSalle St.,312-421-1170,Interstate Realty Management Co.,1174812.446,1910422.213,41.90959014,-87.63324548,51,46,37,14926,290,41.9095901426841,-87.6332454838348,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,25,Lower West Side,31,Multifamily,Casa Oaxaca,1714 W. 19th St.,312-666-1323,The Resurrection Project,1165132.943,1890827.827,41.85603287,-87.66936057,8,26,33,14920,343,41.8560328733339,-87.6693605654777,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,8,Logan Square,22,ARO,2501 Armitage,2501 W. Armitage Ave.,312-255-1153,Tandem Property Management,1159374.119,1913163.369,41.91744385,-87.68988362,24,41,23,22535,180,41.9174438522713,-87.6898836190418,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,78,Austin,25,Multifamily,Pine Central,557 N. Pine Ave.,773-568-1020,NHS Redevelopment Corp.,1139471.896,1903210.835,41.8905194,-87.76324864,4,45,26,22216,673,41.8905193977099,-87.7632486365124,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,35,Washington Park,40,Senior,TRC Senior Village I,346 E. 53rd St.,773-924-9270,The Renaissance Collaborative,1179447.49,1869994.898,41.79854996,-87.61745669,12,9,7,21192,218,41.7985499558127,-87.6174566934006,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,2,Lake View,6,ARO,Clarkview Apts.,3228 N. Clark St.,"773-281-0701, ext. 1014",Glascott Realty,1169778.211,1921699.272,41.94064621,-87.65140951,38,25,57,4449,731,41.9406462132724,-87.6514095081283,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,22,Logan Square,22,ARO,Logan Apts.,2480-2522 N. Milwaukee Ave.,773-525-6570,Spaces Real Estate,1155727.042,1916381.376,41.92634863,-87.70319622,15,40,23,22535,549,41.9263486263737,-87.7031962197989,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60620,54,Auburn Gresham,71,Supportive/Veterans,Veteran's New Beginnings,8132-44 S. Racine Ave.,773-488-2317,"HSR Property Services, LLC",1169700.307,1850714.778,41.74586011,-87.65376017,18,13,70,21554,575,41.7458601099296,-87.6537601722189,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,84,Near West Side,28,Multifamily,Near West Side Apts.,216 S. Hoyne Ave.,312-738-2280,Baker-Simmons Apartments,1162403.567,1898857.889,41.87812559,-87.67915413,48,46,29,21184,89,41.8781255904191,-87.6791541270768,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,526 N. Troy St.,773-227-6332,Bickerdike Apts.,1155237.959,1903558.991,41.89117274,-87.70533834,41,46,24,21184,177,41.8911727353719,-87.7053383382248,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,44,Logan Square,22,Multifamily,La Paz Place,3600-08 W. Shakespeare Ave.,773-227-6332,Bickerdike Apts.,1151994.545,1914090.961,41.92013798,-87.71697197,10,12,23,22535,73,41.9201379786438,-87.71697197414618,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,1106 E. 42nd Pl,773-548-8795,"Urban Property Advisors, LLC",1184320.237,1877174.699,41.81813912,-87.59936268,1,10,2,4301,220,41.8181391196842,-87.5993626833323,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,127,Near South Side,33,Senior,G&A Senior Residences at Eastgate Village,300 E. 26th Street,773-381-7400,Eastgate Village Partners LP,1178501.162,1887204.44,41.8457959,-87.62040337,48,10,34,21194,193,41.8457959044222,-87.6204033747469,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,120,North Lawndale,29,65+/Supportive,Montclare Sr. Residences SLF of Lawndale,4339-47 W. 18th Pl,773-277-0288,Pacific Management Inc.,1147554.657,1890603.264,41.85577153,-87.7338879,36,14,30,21569,753,41.8557715313027,-87.7338878999525,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,81,Douglas,35,Multifamily,Davis Apts.,3632 S. Indiana Ave.,773-285-5955,Capital Realty Group,1178156.714,1880953.421,41.82865048,-87.62185747,12,9,1,4301,446,41.82865048399134,-87.62185747240224,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60639,85,Belmont Cragin,19,Senior,Senior Suites of Kelvyn Park,2715 N. Cicero Ave.,773-252-0333,Senior Lifestyle Corp.,1143963.795,1917674.647,41.93012657,-87.74638854,7,17,19,22615,305,41.9301265688258,-87.7463885389486,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,5,North Lawndale,29,Multifamily,Park Douglas,1302-06 S. Washtenaw Ave.,773-893-4800,Interstate Realty Management Co.,1158533.507,1893871.34,41.86452207,-87.69350059,11,23,30,14920,16,41.8645220744709,-87.6935005875192,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,276,West Garfield Park,26,Senior,Midwest Apts.,6 N. Hamlin Blvd.,773-265-0323,Holsten Management Corp.,1151025.526,1899809.62,41.88096762,-87.72090693,11,23,27,21572,658,41.8809676236059,-87.7209069325321,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,42,Near West Side,28,Multifamily,Westhaven Park Phase IIC,1939 W. Lake St.,312-455-0009,Interstate Realty Management Co.,1163284.257,1901334.737,41.8849038,-87.67585077,41,46,29,21184,579,41.8849038014928,-87.675850768228,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60620,85,Auburn Gresham,71,Senior,Senior Suites of Auburn-Gresham,1050 W. 79th St.,773-723-0333,Senior Lifestyle Corp.,1170460.901,1852465.795,41.75064862,-87.65092232,17,31,70,21554,487,41.7506486193345,-87.6509223206213,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,297,Rogers Park,1,Supportive Housing,Wayne Street Apts.,6808 N. Wayne Ave.,773-572-5272,The Thresholds,1165865.348,1945401.689,42.00577097,-87.66511109,3,5,10,21853,47,42.0057709728472,-87.6651110903791,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,69,Englewood,68,Multifamily,Antioch Homes II,301 W. Marquette Road,773-994-4546,"Universal Management Service, Inc.",1175444.813,1860492.084,41.77256377,-87.63241932,31,32,66,21559,479,41.772563768909,-87.6324193182049,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,34,Englewood,68,Senior,Sangamon Terrace,6415 S. Sangamon St.,312-234-9400,Evergreen Real Estate Services,1171120.288,1862217.205,41.77739333,-87.6482214,19,2,66,21559,436,41.7773933301775,-87.6482214015885,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60649,55,South Shore,43,Senior,Senior Suites of South Shore,2355 E. 67th St.,773-324-2333,Senior Lifestyle Corp.,1193073.323,1860960.163,41.77343579,-87.56778382,32,33,39,22538,134,41.7734357917325,-87.5677838210307,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60707,3,Montclare,18,ARO,6602-22 W. Diversey,6602-22 W. Diversey Ave.,872-256-8321,The Brixen,1131884.372,1917931.507,41.93104976,-87.79077219,39,44,18,4454,397,41.9310497553307,-87.7907721868365,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,70,Uptown,3,Supportive,Carlton Terrace,4626 N. Magnolia Ave.,773-649-4639,Mercy Housing Management Group,1167071.996,1929651.057,41.96252489,-87.66112652,37,39,31,22616,611,41.96252489219771,-87.66112652498248,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,16,Grand Boulevard,38,Artist Live/Work Space,Bronzeville Artists Lofts,436 E. 47th St.,773-324-1745,Revere Properties,1180131.926,1873998.52,41.80952057,-87.61482402,12,9,4,4301,447,41.8095205688443,-87.6148240160309,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60632,78,West Elsdon,62,Multifamily,Park Place Family Apts.,3630 W. 51st St.,773-767-7260,"Leasing and Management Co., Inc.",1152916.272,1870602.659,41.80078286,-87.71473662,49,8,60,22248,792,41.8007828624241,-87.7147366176902,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,2,South Lawndale,30,Multifamily,Resurrection Homes,2243 S. Central Park Ave.,312-248-8355,The Resurrection Project,1152765.059,1888679.589,41.85039133,-87.7148139,14,28,32,21569,755,41.8503913261082,-87.7148138990107,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,31,North Lawndale,29,Multifamily,Park Douglas,1303-15 S. Fairfield Ave.,773-893-4800,Interstate Realty Management Co.,1158279.052,1893857.022,41.86448798,-87.69443508,11,23,30,14920,16,41.8644879835666,-87.6944350831822,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,3,West Town,24,ARO,1801westgrand,1801 W. Grand Ave.,773-698-6648,Fulton Grace,1164277.935,1903488.048,41.89079171,-87.67214091,,,,,,,,
60610,7,Near North Side,8,ARO,North & Vine,633 W. North Ave.,312-872-1011,Lincoln Property Co.,1171685.562,1910861.926,41.9108662,-87.64471925,41,11,37,14926,108,41.9108661963254,-87.644719245073,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60613,1,Lake View,6,ARO,3647 N. Southport,3647 N. Southport Ave.,773-529-3700,Seminary Properties,1166356.459,1924520.278,41.94846119,-87.66390462,38,25,57,21186,728,41.9484611934317,-87.6639046213447,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,6,Edgewater,77,Multifamily,Edge on Broadway,6149 N. Broadway,773-525-6570,Spaces Real Estate,1167225.117,1941025.828,41.9937343,-87.66023494,40,16,76,4451,46,41.9937342988581,-87.6602349438158,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60651,15,Humboldt Park,23,Multifamily,Nuestro Hogar,4101 W. Kamerling,773-227-6332,Bickerdike Apts.,1148770.589,1908634.274,41.90522727,-87.72895873,4,45,24,4299,286,41.90522727496384,-87.72895872712601,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,2,Logan Square,22,Multifamily,1879 N. Milwaukee,1879 N. Milwaukee Ave.,773-697-5276,Peak Properties,1160606.222,1912516.637,41.91564372,-87.6853748,24,40,23,22535,373,41.9156437180312,-87.6853747958015,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,4,Logan Square,22,ARO,1962-66 N. Milwaukee Ave. Apts.,1962-66 N. Milwaukee Ave.,773-494-4395,Kiferbaum Devp. Group,1159903.525,1913009.701,41.91701126,-87.68794282,24,41,23,22535,180,41.917011260975,-87.6879428188384,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60659,117,West Ridge,2,Senior,West Ridge Senior Apts.,6142 N. California Ave.,773-381-7400,West Ridge Senior Corp.,1156512.51,1940837.411,41.99344157,-87.69964542,42,27,20,4450,30,41.9934415657216,-87.699645424939,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,45,Lower West Side,31,Multifamily,Casa Queretaro,1614 S. Damen Ave.,312-666-1323,The Resurrection Project,1163154.261,1891768.78,41.8586567,-87.67659689,8,26,33,14920,366,41.8586566959184,-87.6765968933512,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,70,Near West Side,28,ARO,The Elizabeth,225 N Elizabeth St,872-328-0028,Sterling Bay,1167941.147,1901872.485,41.88628024,-87.65873449,41,46,29,14917,63,41.886280242895666,-87.6587344871331,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,3,Edgewater,77,ARO,Glenlake LLC,1544 W. Glenlake Ave.,773-404-9904,TMG Management,1164726.018,1940637.401,41.99272198,-87.66943869,40,16,76,4451,536,41.9927219787073,-87.6694386889022,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,81,Grand Boulevard,38,Multifamily,Hearts United II-The Quincy (scattered sites),701-27 E. 43rd St.,773-924-2100,Bonheur Realty Services Corp.,1181681.401,1876615.505,41.81666609,-87.60905996,1,10,4,4301,161,41.81666609459,-87.6090599646745,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60605,207,Near South Side,33,SRO,South Loop Apts.,1521 S. Wabash Ave.,312-239-3218,Mercy Housing Management Group,1177054.325,1892851.446,41.86132451,-87.62554226,48,9,34,14913,374,41.86132451284019,-87.62554225942642,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,101,Near North Side,8,Senior,Evergreen Towers II,1343 N. Cleveland Ave.,773-904-0170,UP Holdings,1172779.714,1909442.309,41.90694652,-87.64074187,41,46,37,14926,309,41.90694651905692,-87.64074186564679,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60630,4,Portage Park,15,ARO,Jefferson Park Residences,4758 N. Laramie Ave.,773-736-1900,Mega Realty Inc.,1140755.027,1931358.401,41.96773575,-87.75784248,20,50,15,21869,260,41.9677357509555,-87.7578424774051,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,94,Near North Side,8,Multifamily,Parkside of Old Town IIB,459 W. Division St.,312=944-8500,Holsten Real Estate Dev. Corp.,1172865.271,1908241.237,41.90364882,-87.64046322,41,46,37,14926,148,41.9036488171287,-87.6404632192771,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,49,Washington Park,40,Artist/Family,KLEO Art Residences,5504 S. Michigan Ave.,773-268-4660,"Leasing and Management Co., Inc.",1178058.043,1868394.472,41.79418988,-87.62260056,53,4,7,22260,403,41.79418987604286,-87.62260056397874,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,13,Uptown,3,Multifamily,Sunnyside Kenmore Apts.,4130 N. Kenmore Ave.,773-769-3116,"Metroplex, Inc.",1168380.03,1927860.194,41.95758244,-87.65636944,37,39,31,21186,241,41.9575824412569,-87.6563694356509,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60642,1,West Town,24,ARO,713 Milwaukee,713 N. Milwaukee Ave.,312-235-6708,CA Urban Living,1169534.021,1904952.077,41.89469634,-87.65279542,41,46,25,22620,522,41.8946963389876,-87.652795420646,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,105,Edgewater,77,Multifamily,Bell Shore Apts.,1062 W. Bryn Mawr Ave.,773-334-5407,Holsten Management Corp.,1167941.813,1937401.257,41.9837729,-87.65770384,40,16,76,4451,144,41.9837729036918,-87.6577038394096,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60651,13,Humboldt Park,23,Disabled/Homeless,West Humboldt Place,3543 W. Chicago Ave.,773-826-1230,Childrens Place Association,1152439.724,1905064.22,41.89535898,-87.71557516,41,46,24,21572,584,41.8953589752887,-87.7155751575776,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,36,Douglas,35,Multifamily,508 S. Pershing at Oakwood Shores,508 E. Pershing Road,872-713-8100,The Community Builders,1180285.065,1879269.849,41.823982,-87.6141005,1,10,1,4301,561,41.82398200091408,-87.61410050373568,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60641,1,Avondale,21,ARO,The Avondale Residences II,4181 W. Belmont Ave.,773-328-8038,Daniel Management Group,1147642.668,1920900.727,41.93890932,-87.73278642,7,17,22,22618,464,41.938909316360906,-87.73278642492338,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,25,Humboldt Park,23,Supportive Housing,Pierce House,3533 W. North Ave.,773-276-4900,"La Casa Norte, Inc.",1152358.007,1910361.089,41.9098957,-87.71573523,10,49,24,22535,422,41.9098957006716,-87.7157352286005,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,59,West Town,24,Multifamily,La Estancia,2753 W. Division St.,773-227-6332,Bickerdike Redevelopment Corp.,1157605.979,1907820.481,41.90281875,-87.69652556,10,49,25,21560,543,41.9028187509983,-87.6965255553721,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,5,Lower West Side,31,Multifamily,Resurrection Homes,2124 W. 19th St.,312-666-1323,The Resurrection Project,1162389.313,1890761.089,41.85590751,-87.67943292,8,26,33,14920,4,41.8559075140985,-87.6794329233162,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,1,Near North Side,8,ARO,847 N. Larabee,847 N. Larabee St.,773-698-6648,Fulton Grace Realty,1172235.681,1906133.684,41.8978795,-87.64283814,41,46,37,14926,617,41.8978795039922,-87.6428381376954,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,66,East Garfield Park,27,Multifamily,Liberty Square Apts.,705-23 S. Independence Ave.,773-538-3800,Bonheur Realty Services Corp.,1151407.461,1896705.24,41.87244138,-87.71958599,36,14,28,21572,704,41.8724413775792,-87.7195859944955,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,52,Near West Side,28,ARO,The Duncan,1515 W. Monroe St.,872-259-7416,The FLATS,1166237.82,1899601.722,41.88008567,-87.66505442,48,23,29,14917,91,41.8800856665928,-87.6650544156673,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,84,Humboldt Park,23,Supportive Housing,Sanctuary Place,642 N. Kedzie Ave.,773-265-0983,Interfaith Housing Corp.,1154880.603,1904286.639,41.89317664,-87.70663122,41,46,24,21184,177,41.8931766424929,-87.7066312185286,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,3,West Town,24,ARO,1447 N. Washtenaw,1447 N. Washtenaw Ave.,847-757-7766,Scheck Investments LLC,1158185.871,1909709.708,41.90799111,-87.69434381,10,41,25,21560,288,41.907991114807,-87.6943438113739,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,80,Douglas,35,Multifamily,Pershing Court/Park Boulevard IA,3845 S. State St.,773-548-8792,"Urban Property Advisors, LLC",1176967.12,1879322.168,41.82420114,-87.62627123,12,9,1,14924,446,41.8242011420775,-87.6262712265229,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,7,Grand Boulevard,38,Multifamily,Cornerstone Apts.,633 E. 50th St.,312-577-5555,The Community Builders Inc.,1181425.624,1871964.801,41.8039101,-87.61014176,1,10,4,21192,165,41.8039101011155,-87.6101417642929,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,176,Near West Side,28,Multifamily,Westhaven Park Phase IIB,110 N. Wood St.,312-491-1114,Interstate Realty Management Co.,1164349.325,1900851.12,41.88355426,-87.67195337,41,46,29,21184,579,41.8835542602409,-87.6719533671956,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,5,Humboldt Park,23,Multifamily,Harold Washington Unity Coop,647-49 N. Troy St.,773-227-6332,Bickerdike Apts.,1155294.387,1904337.577,41.89330812,-87.70511017,41,46,24,21184,177,41.89330811630709,-87.70511016740511,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,10,North Lawndale,29,Multifamily,Park Douglas,1220 S. Talman Ave.,773-893-4800,Interstate Realty Management Co.,1158851.587,1894355.407,41.86584389,-87.69231965,11,23,30,14920,16,41.865843892007,-87.6923196474984,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60618,5,Avondale,21,ARO,2823 W. Belmont Ave.,2823 W. Belmont Ave.,773-772-8500,Wilmot Properties,1156887.962,1921101.738,41.93927815,-87.698802,2,20,22,21538,466,41.93927814818369,-87.69880199861194,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,32,North Lawndale,29,Multifamily,Fountain View Apts.,3718 W. Douglas Blvd.,773-762-3389,Lawndale Christian Residential Svcs.,1151511.158,1893415.133,41.86341092,-87.71929168,36,14,30,21569,33,41.8634109155574,-87.7192916813529,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60629,89,West Lawn,65,Seniors,Senior Suites of Midway Village,6800 S. Keating Ave.,888-339-2315,Senior Lifestyle Corp.,1145974.074,1859144.924,41.76947523,-87.74048606,23,15,63,4300,318,41.7694752347327,-87.7404860550053,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60614,1,Lincoln Park,7,ARO,Southport Lofts,2065 N. Southport Ave.,312-858-6212,RL Accelerated,1166685.433,1913998.316,41.91958133,-87.66299779,51,11,68,21190,210,41.9195813280804,-87.6629977907605,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,112,Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,773-268-0200,Standard Communities,1184161.776,1877771.789,41.81978129,-87.59992527,1,10,2,4301,220,41.8197812877923,-87.5999252672656,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,60,Austin,25,Senior HUD 202,Enola A. Dew Senior Apts.,4623 W. Gladys Ave.,773-287-2972,"Prairie Management & Development, Inc.",1145481.111,1897910.062,41.87586178,-87.74131396,36,14,26,22216,69,41.8758617765259,-87.7413139551546,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,91,North Center,5,Multifamily,Lathrop Phase I,2000 W. Diversey Ave.,773-676-2222,Related Midwest,1162519.715,1918635.418,41.93239416,-87.67817303,24,40,46,21538,616,41.9323941640369,-87.6781730308775,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60629,59,Gage Park,63,Senior,Senior Suites of Gage Park,3244 W. 59th St.,773-434-4333,Senior Lifestyle Corp.,1155572.425,1865354.407,41.78632804,-87.70513618,49,6,61,21867,801,41.7863280449868,-87.7051361750491,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,12,Logan Square,22,ARO,L Logan,2201-31 N. Milwaukee Ave.,312-776-3242,Peak Properties,1158283.98,1914416.08,41.92090376,-87.6938545,24,41,23,22535,294,41.9209037607771,-87.6938544995202,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60625,6,Lincoln Square,4,ARO,Lawrence,2150 W. Lawrence Ave.,847-725-2218,Rent Great,1160933.556,1931890.653,41.96880038,-87.68363271,13,18,6,21849,54,41.9688003768019,-87.6836327092268,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60613,231,Uptown,3,Senior,Ruth Shriman House,4040 N. Sheridan Road,773-665-2210,Interfaith Housing Corp.,1168832.75,1927172.303,41.95568502,-87.65472513,37,39,31,21186,577,41.9556850172763,-87.6547251281064,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,26,North Lawndale,29,Multifamily,Keeler Roosevelt Apts.,4200-10 W. Roosevelt Road,773-522-9035,Safeway I.C. Management Inc.,1148552.235,1894414.418,41.86621064,-87.73012799,36,14,30,21572,98,41.86621063540905,-87.73012798528492,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,198,Edgewater,77,Senior,Pomeroy Apts.,5650 N. Kenmore Ave.,773-275-7820,Habitat Company,1168181.124,1937918.4,41.98518678,-87.65680868,40,16,76,4451,144,41.9851867755403,-87.656808676983,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,24,Near North Side,8,ARO,Xavier Chicago,625 W. Division St.,312-642-2279,Greystar,1171812.25,1908210.388,41.90358744,-87.64433208,41,46,37,14926,108,41.9035874397858,-87.6443320835899,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,16,Edgewater,77,ARO,Anderson Point,5700 N. Ashland Ave.,773-327-4975,33 Management LLC,1164592.267,1937879.014,41.98515573,-87.67000926,46,24,76,4451,538,41.9851557257468,-87.6700092589944,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,6,Oakland,36,Multifamily,Lakefront Phase II,1140 E. 42nd Pl,773-548-8795,"Urban Property Advisors, LLC",1184665.38,1877176.162,41.81813504,-87.59809656,1,10,2,4301,220,41.818135036696,-87.5980965590227,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,8,Near West Side,28,ARO,2329 W Monroe,2329 W. Monroe St.,773-831-4545,"City Experts, Inc.",1160797.436,1899442.076,41.87976209,-87.68503527,48,46,29,21184,766,41.87976209246967,-87.68503526602909,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3525 W. Ohio St.,773-227-6332,Bickerdike Apts.,1152627.179,1903731.702,41.89169871,-87.71492195,41,46,24,21572,584,41.8916987069965,-87.7149219479465,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,42,Woodlawn,42,Multifamily,65th Street Apts.,6600 S. Greenwood Ave.,773-684-2056,"Urban Property Advisors, LLC",1184316.038,1861429.077,41.77493196,-87.59987091,32,33,9,22260,27,41.7749319631987,-87.5998709116872,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,9,West Town,24,ARO,The Oasis of Bucktown,1700-14 N. Western Ave.,773-235-4559,The Oasis of Bucktown LLC,1160060.293,1911240.1,41.91215211,-87.68741582,24,41,25,22535,287,41.9121521055374,-87.6874158168675,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,40,Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,773-568-3031,Mercy Housing,1176448.512,1833690.986,41.69899564,-87.62954345,45,22,45,21861,524,41.6989956380033,-87.6295434504419,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
